,x1,x2,vel_x1,vel_x2
0,0.5841713515124146,0.5142473224481113,0.37360106490157563,0.4589921209784618
1,0.5841418560901952,0.514371571321222,0.3658677447151753,0.4558352180767082
2,0.5841418560901952,0.5146200690674435,0.35813442452877503,0.4589921209784618
3,0.5841123606679758,0.5149928156867755,0.35040110434237465,0.4558352180767082
4,0.5841123606679758,0.5154898111792181,0.35813442452877503,0.4589921209784618
5,0.5840828652457564,0.5158625577985502,0.3658677447151753,0.4558352180767082
6,0.5840828652457564,0.5161110555447715,0.37360106490157563,0.4589921209784618
7,0.5840533698235368,0.5162353044178822,0.38133438508797596,0.4558352180767082
8,0.5840533698235368,0.5162353044178822,0.38906770527437623,0.4589921209784618
9,0.5840238744013174,0.5161110555447715,0.39680102546077656,0.4558352180767082
10,0.5840238744013174,0.5158625577985502,0.4045343456471769,0.4589921209784618
11,0.583994378979098,0.5154898111792181,0.4122676658335772,0.4558352180767082
12,0.583994378979098,0.5149928156867755,0.4045343456471769,0.4589921209784618
13,0.5839648835568786,0.5146200690674435,0.39680102546077656,0.4558352180767082
14,0.5839648835568786,0.514371571321222,0.38906770527437623,0.4589921209784618
15,0.5839353881346592,0.5142473224481113,0.39680102546077656,0.4558352180767082
16,0.5839353881346592,0.5139988247018898,0.4045343456471769,0.4589921209784618
17,0.5839058927124398,0.5136260780825579,0.4122676658335772,0.4558352180767082
18,0.5839058927124398,0.5131290825901151,0.4200009860199775,0.4589921209784618
19,0.5838763972902202,0.5125078382245617,0.4277343062063778,0.4558352180767082
20,0.5838763972902202,0.5117623449858976,0.4200009860199775,0.4589921209784618
21,0.5838469018680008,0.5111411006203442,0.41226766583357716,0.4558352180767082
22,0.5838469018680008,0.5106441051279015,0.4200009860199775,0.4589921209784618
23,0.5838174064457814,0.510022860762348,0.4277343062063778,0.4558352180767082
24,0.5838174064457814,0.5092773675236839,0.43546762639277814,0.4589921209784618
25,0.583787911023562,0.5084076254119091,0.4432009465791784,0.4558352180767082
26,0.583787911023562,0.5074136344270237,0.45093426676557874,0.4589921209784618
27,0.5837584156013426,0.5062953945690275,0.4432009465791784,0.4558352180767082
28,0.5837584156013426,0.5053014035841422,0.43546762639277814,0.4589921209784618
29,0.5837289201791231,0.5044316614723673,0.4277343062063778,0.4558352180767082
30,0.5837289201791231,0.5036861682337032,0.4200009860199775,0.4589921209784618
31,0.5836994247569037,0.5030649238681497,0.41226766583357716,0.4558352180767082
32,0.5836994247569037,0.5025679283757071,0.4045343456471769,0.4589921209784618
33,0.5836699293346842,0.5021951817563751,0.41226766583357716,0.4558352180767082
34,0.5836699293346842,0.5016981862639324,0.4200009860199775,0.4589921209784618
35,0.5836404339124648,0.5010769418983789,0.4277343062063778,0.4558352180767082
36,0.5836404339124648,0.5003314486597149,0.4200009860199775,0.4589921209784618
37,0.5836109384902454,0.4997102042941614,0.41226766583357716,0.4558352180767082
38,0.5836109384902454,0.49921320880171866,0.4045343456471769,0.4589921209784618
39,0.583581443068026,0.49884046218238665,0.3968010254607765,0.4558352180767082
40,0.583581443068026,0.4985919644361652,0.38906770527437623,0.4589921209784618
41,0.5835519476458065,0.4984677155630546,0.38133438508797596,0.4558352180767082
42,0.5835519476458065,0.4984677155630546,0.37360106490157563,0.4589921209784618
43,0.5835224522235871,0.4985919644361652,0.3658677447151753,0.4558352180767082
44,0.5835224522235871,0.49884046218238665,0.35813442452877503,0.4589921209784618
45,0.5834929568013677,0.49921320880171866,0.35040110434237465,0.4558352180767082
46,0.5834929568013677,0.4997102042941614,0.3426677841559744,0.4589921209784618
47,0.5834634613991926,0.5003314486597149,0.3349344639695741,0.4558352180767082
48,0.5834634613991926,0.5010769418983789,0.3272011437831737,0.4589921209784618
49,0.5834339659569288,0.5019466840101537,0.31946782359677345,0.4558352180767082
50,0.5834339659569288,0.5029406749950391,0.31173450341037306,0.4589921209784618
51,0.5834044705347093,0.5040589148530353,0.3040011832239728,0.4558352180767082
52,0.5834044705347093,0.5053014035841422,0.29626786303757247,0.4589921209784618
53,0.5833749751124899,0.5066681411883597,0.28853454285117214,0.4558352180767082
54,0.5833749751124899,0.5081591276656879,0.28080122266477187,0.4589921209784618
55,0.5833454796902705,0.5097743630161268,0.27306790247837154,0.4558352180767082
56,0.5833454796902705,0.5115138472396764,0.2653345822919712,0.4589921209784618
57,0.5833159842680511,0.5133775803363366,0.25760126210557094,0.4558352180767082
58,0.5833159842680511,0.5153655623061075,0.24986794191917058,0.4589921209784618
59,0.5832864888458317,0.5174777931489892,0.2421346217327703,0.4558352180767082
60,0.5832864888458317,0.5197142728649815,0.23440130154636998,0.4589921209784618
61,0.5832569934236121,0.5220750014540846,0.22666798135996966,0.4558352180767082
62,0.5832569934236121,0.5245599789162982,0.21893466117356936,0.4589921209784618
63,0.5832274980013927,0.5271692052516226,0.21120134098716903,0.4558352180767082
64,0.5832274980013927,0.5299026804600576,0.20346802080076873,0.4589921209784618
65,0.5831980025791733,0.5327604045416033,0.19573470061436843,0.4558352180767082
66,0.5831980025791733,0.5357423774962597,0.1880013804279681,0.4589921209784618
67,0.5831685071569539,0.5388485993240268,0.18026806024156777,0.4558352180767082
68,0.5831685071569539,0.5420790700249046,0.17253474005516745,0.4589921209784618
69,0.5831390117347345,0.5454337895988931,0.16480141986876717,0.4558352180767082
70,0.5831390117347345,0.5489127580459923,0.15706809968236685,0.4589921209784618
71,0.5831095163125151,0.5525159753662021,0.16480141986876717,0.4558352180767082
72,0.5831095163125151,0.5559949438133011,0.17253474005516745,0.4589921209784618
73,0.5830800208902955,0.5593496633872896,0.18026806024156777,0.4558352180767082
74,0.5830800208902955,0.5625801340881674,0.1880013804279681,0.4589921209784618
75,0.5830505254680761,0.5656863559159345,0.19573470061436843,0.4558352180767082
76,0.5830505254680761,0.5686683288705909,0.20346802080076873,0.4589921209784618
77,0.5830210300458567,0.5715260529521365,0.21120134098716903,0.4558352180767082
78,0.5830210300458567,0.5742595281605717,0.21893466117356936,0.4589921209784618
79,0.5829915346236373,0.5768687544958961,0.22666798135996966,0.4558352180767082
80,0.5829915346236373,0.5793537319581098,0.23440130154636998,0.4589921209784618
81,0.5829620392014179,0.5817144605472128,0.2421346217327703,0.4558352180767082
82,0.5829620392014179,0.5839509402632049,0.24986794191917058,0.4589921209784618
83,0.5829325437791985,0.5860631711060866,0.25760126210557094,0.4558352180767082
84,0.5829325437791985,0.5880511530758576,0.2653345822919712,0.4589921209784618
85,0.582903048356979,0.5899148861725179,0.27306790247837154,0.4558352180767082
86,0.582903048356979,0.5916543703960675,0.28080122266477187,0.4589921209784618
87,0.5828735529347595,0.5932696057465063,0.28853454285117214,0.4558352180767082
88,0.5828735529347595,0.5947605922238346,0.29626786303757247,0.4589921209784618
89,0.5828440575125401,0.596127329828052,0.3040011832239728,0.4558352180767082
90,0.5828440575125401,0.5973698185591589,0.31173450341037306,0.4589921209784618
91,0.5828145620903207,0.598488058417155,0.31946782359677345,0.4558352180767082
92,0.5828145620903207,0.5994820494020405,0.3272011437831737,0.4589921209784618
93,0.5827850666681013,0.6003517915138153,0.3349344639695741,0.4558352180767082
94,0.5827850666681013,0.6010972847524795,0.3426677841559744,0.4589921209784618
95,0.5827555712458818,0.6017185291180329,0.35040110434237465,0.4558352180767082
96,0.5827555712458818,0.6022155246104756,0.35813442452877503,0.4589921209784618
97,0.5827260758236624,0.6025882712298076,0.3658677447151753,0.4558352180767082
98,0.5827260758236624,0.602836768976029,0.37360106490157563,0.4589921209784618
99,0.582696580401443,0.6029610178491397,0.381334385087976,0.4558352180767082
100,0.582696580401443,0.6029610178491397,0.38906770527437634,0.4589921209784618
101,0.5826670849992671,0.602836768976029,0.39680102546077667,0.4558352180767082
102,0.5826670849992671,0.6025882712298076,0.40453434564717694,0.4589921209784618
103,0.5826375895570041,0.6022155246104756,0.41226766583357727,0.4558352180767082
104,0.5826375895570041,0.6017185291180329,0.4200009860199776,0.4589921209784618
105,0.5826080941347846,0.6010972847524795,0.4277343062063779,0.4558352180767082
106,0.5826080941347846,0.6003517915138153,0.4354676263927782,0.4589921209784618
107,0.5825785987125652,0.5994820494020405,0.4432009465791784,0.4558352180767082
108,0.5825785987125652,0.598488058417155,0.4509342667655788,0.4589921209784618
109,0.5825491032903458,0.5973698185591589,0.4586675869519791,0.4558352180767082
110,0.5825491032903458,0.596127329828052,0.4664009071383795,0.4589921209784618
111,0.5825196078681264,0.5947605922238346,0.4741342273247798,0.4558352180767082
112,0.5825196078681264,0.5932696057465063,0.48186754751118016,0.4589921209784618
113,0.582490112445907,0.5916543703960675,0.48960086769758043,0.4558352180767082
114,0.582490112445907,0.5899148861725179,0.49733418788398076,0.4589921209784618
115,0.5824606170236875,0.5880511530758576,0.505067508070381,0.4558352180767082
116,0.5824606170236875,0.5860631711060866,0.5128008282567814,0.4589921209784618
117,0.582431121601468,0.5839509402632049,0.5205341484431817,0.4558352180767082
118,0.582431121601468,0.5817144605472128,0.5282674686295821,0.4589921209784618
119,0.5824016261792486,0.5793537319581098,0.5360007888159823,0.4558352180767082
120,0.5824016261792486,0.5768687544958961,0.5437341090023827,0.4589921209784618
121,0.5823721307570292,0.5742595281605717,0.551467429188783,0.4558352180767082
122,0.5823721307570292,0.5715260529521365,0.5592007493751833,0.4589921209784618
123,0.5823426353348098,0.5686683288705909,0.5669340695615837,0.4558352180767082
124,0.5823426353348098,0.5656863559159345,0.574667389747984,0.4589921209784618
125,0.5823131399125904,0.5625801340881674,0.5824007099343843,0.4558352180767082
126,0.5823131399125904,0.5593496633872896,0.5901340301207846,0.4589921209784618
127,0.582283644490371,0.5559949438133011,0.597867350307185,0.4558352180767082
128,0.582283644490371,0.5525159753662021,0.6056006704935852,0.4589921209784618
129,0.5822541490681514,0.5489127580459923,0.6133339906799855,0.4558352180767082
130,0.5822541490681514,0.5451852918526717,0.6210673108663859,0.4589921209784618
131,0.582224653645932,0.5413335767862405,0.6230067255911423,0.4704703650814132
132,0.5820879152496045,0.537450701740882,0.6254501432204709,0.4821460539862371
133,0.5818420891224634,0.5335285690571917,0.6278935608497993,0.493821742891061
134,0.5814871752645088,0.5295671786829291,0.6303369784791277,0.5054974317958849
135,0.5810231736757407,0.5255665307748154,0.6327803961084563,0.5171731207007089
136,0.5804500843561592,0.5215266251761292,0.6352238137377847,0.5288488096055327
137,0.5797679073057641,0.5174474619391112,0.6376672313671131,0.5405244985103567
138,0.5789766425245556,0.5133290410637611,0.6401106489964415,0.5522001874151805
139,0.5780762900125336,0.5091713625500791,0.6425540666257701,0.5638758763200045
140,0.577066849769698,0.5049744263980652,0.6449974842550985,0.5755515652248283
141,0.575948321796049,0.5007382326365911,0.6474409018844269,0.5872272541296523
142,0.5747207060915865,0.4964627811790415,0.6498843195137555,0.5989029430344761
143,0.5733840026563105,0.4921480721120318,0.6576176397001557,0.5957460401327225
144,0.5720767946432539,0.4877091141719114,0.665350959886556,0.5925891372309688
145,0.5707990820524168,0.48314590735868024,0.6730842800729563,0.5894322343292152
146,0.5695508648837991,0.47845845167233836,0.6808176002593567,0.5862753314274616
147,0.568332143137401,0.4736467471128858,0.688550920445757,0.5831184285257079
148,0.5671429168132223,0.46871079368032265,0.6962842406321573,0.5799615256239543
149,0.565983185911263,0.46365059137464876,0.6987276582614858,0.5916372145287783
150,0.5647143672784902,0.4585511314306429,0.7011710759163279,0.6033129034336021
151,0.563336460914904,0.45341241384830516,0.7036144935201427,0.6149885923294367
152,0.5618494668205042,0.4482344386276354,0.711347813706543,0.6118316894366723
153,0.5603919681483239,0.44293221453385506,0.7190811338929433,0.6086747865349187
154,0.5589639648983632,0.4375057415246262,0.7268144540793435,0.605517883633165
155,0.5575654570706218,0.4319550197269623,0.7345477742657438,0.6023609807314115
156,0.5561964446650999,0.4262800490138498,0.7422810944521441,0.5992040778296579
157,0.5548569276817974,0.4204808294276266,0.7500144146385443,0.5960471749279043
158,0.5535469061207144,0.4145573609682929,0.7577477348249446,0.5928902720261506
159,0.5522663799818509,0.4085096436358484,0.765481055011345,0.589733369124397
160,0.5510153492652068,0.4023376774302932,0.7732143751977453,0.5865764662226434
