147.92307137281614,479.9,0,0
147.92307137281614,479.9,-0.1,0.04
147.88307137281618,480,-0.2,0
147.88307137281618,480.20000000000005,-0.3,0.04
147.8430713728162,480.5,-0.4,0
147.8430713728162,480.9,-0.3,0.04
147.80307137281625,481.19999999999993,-0.2,0
147.80307137281625,481.4,-0.1,0.04
147.76307137281628,481.5,-2.78E-17,0
147.76307137281628,481.5,0.1,0.04
147.72307137281632,481.4,0.19999999999999998,0
147.72307137281632,481.19999999999993,0.3,0.04
147.68307137281636,480.9,0.4,0
147.68307137281636,480.5,0.3,0.04
147.6430713728164,480.20000000000005,0.2,0
147.6430713728164,480,0.10000000000000003,0.04
147.60307137281643,479.9,0.20000000000000004,0
147.60307137281643,479.69999999999993,0.30000000000000004,0.04
147.56307137281647,479.4,0.4,0
147.56307137281647,479,0.5,0.04
147.5230713728165,478.5,0.6,0
147.5230713728165,477.9,0.49999999999999994,0.04
147.48307137281654,477.4,0.39999999999999997,0
147.48307137281654,477,0.5,0.04
147.44307137281658,476.5,0.6,0
147.44307137281658,475.9,0.7,0.04
147.4030713728166,475.19999999999993,0.7999999999999999,0
147.4030713728166,474.4,0.8999999999999999,0.04
147.36307137281665,473.5,0.7999999999999998,0
147.36307137281665,472.70000000000005,0.6999999999999997,0.04
147.32307137281668,472,0.5999999999999996,0
147.32307137281668,471.4,0.4999999999999996,0.04
147.28307137281672,470.9,0.39999999999999963,0
147.28307137281672,470.5,0.29999999999999966,0.04
147.24307137281676,470.20000000000005,0.3999999999999997,0
147.24307137281676,469.80000000000007,0.49999999999999967,0.04
147.2030713728168,469.30000000000007,0.5999999999999996,0
147.2030713728168,468.70000000000005,0.4999999999999996,0.04
147.16307137281683,468.20000000000005,0.39999999999999963,0
147.16307137281683,467.80000000000007,0.29999999999999966,0.04
147.12307137281687,467.5000000000001,0.19999999999999968,0
147.12307137281687,467.30000000000007,0.1,0.04
147.0830713728169,467.20000000000005,-3.05E-16,0
147.0830713728169,467.20000000000005,-0.1,0.04
147.04307137281694,467.30000000000007,-0.2,0
147.04307137281694,467.5000000000001,-0.3,0.04
147.00307137281698,467.80000000000007,-0.4,0
147.00307137281698,468.20000000000005,-0.5,0.04
146.9630714,468.70000000000005,-0.6,0
